id,text,aspects
2728,", atlhough table opened up next to u we asked slightly larger space , left u awkardly seated .","['larger space', 'slightly larger space', 'atlhough table']"
2729,"palak paneer standard , not fan of malai kofta .","['malai kofta', 'palak paneer standard', 'paneer standard', 'palak paneer', ', not fan']"
2730,ve dined at alain ducasse in monte carlo half price excellent dining experience .,"['excellent experience', 'alain ducasse', 'carlo experience', 'dining experience']"
2731,"yeah , sometimes service be slow .",[]
2732,no ambiance .,['no ambiance']
2733,"save money waste calorie , go to margharita on washington street instead , amazing food best service .","['best service', 'money calorie', 'washington street', 'waste calorie', 'amazing service', 'money waste calorie']"
2734,service attentive without overbearing dish we tried wonderful spring roll to cod with pineapple tempura .,"['spring roll', 'wonderful roll', 'service attentive', 'pineapple tempura', 'overbearing dish', 'wonderful spring roll']"
2735,but trust me it is so worth it .,[]
2736,it is not tourist or someone never dined in bay ridge .,['bay ridge']
2737,perfect .,[]
2738,"weird thing if we got bottle , waitress would simply multiplied glass price , make no sense whatsoever .","['glass price', 'weird thing', 'no sense']"
2739,"sell special sushi , everything topping , sauce etc .",['special sushi']
2740,do not try unless re going to hang like rest of hipster apparently no sense of taste .,['no sense']
2741,never came back to refill glass .,['refill glass']
2742,"place is small intimate may feel little crowded , but service is excellent it great friend , romantic date , or special occassion .","['romantic date', 'small intimate', 'great friend', 'special occassion']"
2743,service excellent food delicious .,"['service excellent food delicious', 'excellent food']"
2744,service also good .,[]
2745,"took my girlfriend birthday last night we relaxing , really good meal .","['my girlfriend birthday', 'good meal', 'last night', ', really good meal', 'girlfriend birthday']"
2746,"would not so disappointed portion if quality good enough to make up it , but not !","['disappointed portion', 'good quality']"
2747,"re rude at time , not friendly .",[]
2748,happy to nosh in neighborhood food is comforting .,['neighborhood food']
2749,"good atmosphere , combination of hottest music dress code is relatively strict except on friday .","['hottest code', 'good atmosphere', 'music dress', 'hottest music dress code', 'dress code']"
2750,"kindly brought u to see if it better , but it not !",[]
2751,love food .,[]
2752,would highly recommend nina to anyone want to romantic dinner in heart warming surrounding filled candle family picture .,"['family picture', 'filled picture', 'filled candle family picture', 'romantic dinner', 'candle family']"
2753,dessert group tried got favorable review .,"['dessert group', 'favorable review']"
2754,something smooth sipping sake upper east side style .,"['smooth sake', 'side style', 'sipping sake', 'upper style', 'east side']"
2755,it nice place to relax conversation .,['nice place']
2756,place got to be best japanese in new york area .,"['new york area', 'york area']"
2757,best reuben sandwich ever !,['best reuben']
2758,lucky strike is great casual place to grab bite to eat .,"['great casual place', 'lucky strike', 'great place', 'casual place']"
2759,wonderful strawberry daiquiries a well !,"['wonderful strawberry daiquiries', 'strawberry daiquiries', 'wonderful daiquiries']"
2760,"going to volare is like going to favorite aunt house dinner , assuming aunt is great italian cook .","['house dinner', 'great italian cook', 'italian cook', 'great cook', 'aunt house dinner']"
2761,"sushi average to average , wait service always sub par atmosphere go nice to really irritating if sit in area beyond kitchen , acousitcs horrid , everything echo is extremely loud .","['sushi average', 'acousitcs horrid', 'par atmosphere']"
2762,loved it would go .,[]
2763,frites delicious if bit on thick side .,['thick side']
2764,so so so so so good !,[]
2765,"alone buck , it is really overprice .",['alone buck']
2766,"of hundred of italian restaurant in queen , is among best .",['italian restaurant']
2767,good value,['good value']
2768,get zen feel without feeling rigid .,[]
2769,would recommend putting name getting drink at local bar first though of wait time .,"['local bar', 'wait time']"
2770,fell in love with the egg noodle in the beef broth with shrimp dumpling and slice of bbq roast pork .,"['shrimp dumpling', 'bbq roast pork', 'beef broth', 'the beef broth', 'roast pork', 'egg noodle', 'the egg noodle', 'bbq pork']"
2771,keep my finger crossed whole subway ride hoping be table sit at by not to share rice congee soup people .,"['whole ride', 'rice congee soup people', 'subway ride', 'whole subway ride', 'my finger', 'soup people', 'congee people']"
2772,"overall , best bagel in town .","['overall , best bagel', 'best bagel']"
2773,everything ny pizza be .,['ny pizza']
2774,"it huge , delicious , fresh , be reason we return .",[]
2775,we go often .,[]
2776,"light , refreshing summer roll not fried remind me of vietnamese place in paris .","['refreshing summer roll', 'vietnamese place', 'summer roll', 'refreshing roll']"
2777,sushi seemed pretty fresh adequately proportioned .,[]
2778,moral stay away .,['moral stay']
2779,but service bit slow .,['service bit']
2780,spread topping great though bit pricey .,[]
2781,"saw website link to da ciro in napoli , knew going to be good pizza !","['da ciro', 'good pizza']"
2782,no one asked wrong a we left nothing touched on plate .,['no one']
2783,indoor cozy cute .,"['indoor cute', 'cozy cute', 'indoor cozy cute']"
2784,we hour brunch definitely do not rush kept unlimited mimosa flowing whole time .,"['hour brunch', 'unlimited mimosa', 'whole time']"
2785,price high actually think get away charging price terrible food service !,"['food service', 'terrible service', 'price terrible food service']"
2786,re terrific ! !,[]
2787,"service excellent , food excellent , but entire experience cool .",['entire experience']
2788,service is good resturant is clean .,['good resturant']
2789,"great spot , whether looking couple of drink or quiet dinner .","['great spot', 'quiet dinner']"
2790,stick small dish !,['small dish']
2791,"cafe really nice comfortable outdoor chair table , but service could better .","['outdoor table', 'chair table', 'comfortable table', 'nice table']"
2792,ve rarely problem slow staff in year ve going .,['slow staff']
2793,food is excellent .,[]
2794,"is literal hole in wall is buried within doyers , right of pell st barber alley in chinatown .","['literal hole', 'barber alley', 'st alley', 'pell st barber alley']"
2795,outshine hh .,[]
2796,although we looking regular lettuce walnut salad we got great .,"['lettuce salad', 'walnut salad', 'regular lettuce walnut salad', 'regular salad']"
2797,excellent lunch buffet . .,"['lunch buffet', 'excellent lunch buffet', 'excellent buffet']"
2798,we sorry to check list a we enjoyed recommended in past .,['list a']
2799,"if re not familiar cuisine , may encounter problem ordering be sure to bring plenty of cash a accept credit card .","['familiar cuisine', 'accept card', 'a accept credit card', 'not familiar cuisine', 'credit card']"
2800,"reasonably priced around dinner lunch , delicious filling .","['dinner lunch', 'delicious filling']"
2801,problem is nothing at prune is particularly memorable .,[]
2802,"ambience is so cute quaint , good business although we on vacation .","['cute quaint', 'good business', 'so cute quaint']"
2803,"portion size huge , sushi is good .",['portion size']
2804,wish expand .,[]
2805,my boyfriend ate tuna it cooked perfectly !,['my boyfriend']
2806,"expected menu comprised of pad thai tom yum soup , but thought made so special .",[]
2807,"good food at bit expensive , but great if want to impress date .","['good food', 'expensive food']"
2808,highly recommend caviar russe to anyone want delicious top grade caviar fantastic service .,"['fantastic service', 'top grade', 'grade caviar', 'caviar russe', 'delicious grade']"
2809,say cheap food is cheaper in chinatown .,['cheap food']
2810,eaten time food always good .,['time food']
2811,keep up good work .,['good work']
2812,"thrilled to to wait on line thirty minute , but guess price pay popular .",[]
2813,"great eats , good time .","['great eats', 'good time']"
2814,make sure try a often a .,['a often a']
2815,"grilled whole fish wonderful , great spicing .","['wonderful , great spicing', 'whole fish', 'wonderful spicing', 'great spicing']"
2816,"year , thought tuscan cuisine best , but salvatore converted me to hearty neapolitan fare on my first visit .","['first visit', 'tuscan cuisine', 'hearty neapolitan', 'my first visit']"
2817,"plus , entree held up in kitchen on busy saturday night , owner sent complimentary summer roll to hold u !","['saturday night', 'complimentary summer roll', 'summer roll', 'complimentary roll']"
2818,service great a well .,[]
2819,try lobster teriyaki rose special roll .,"['special roll', 'lobster teriyaki']"
2820,another plus is of entree approx .,"['another plus', 'entree approx']"
2821,go back to suan soon !,[]
2822,loved it !,[]
2823,"food delicious , atmosphere relaxed , we adopted plate a secret on second !","['food delicious', 'a secret']"
2824,we pleasantly surprised .,[]
2825,moment we walked in accomodating even though place packed .,[]
2826,"it is loud , hot dark .","['loud dark', 'hot dark', 'loud , hot dark']"
2827,"found food , service value exceptional everytime .","['service value exceptional everytime', 'service value', 'exceptional everytime']"
2828,we ate at thai following review but unhappy food .,"['unhappy food', 'following review']"
