id,text,aspects,sentence
2749,"good atmosphere , combination of hottest music dress code is relatively strict except on friday .","['hottest code', 'dress code', 'good atmosphere', 'music dress', 'hottest music dress code']","good atmosphere , combination of hottest music dress code is relatively strict except on friday ."
2750,"kindly brought u to see if it better , but it not !",[],"kindly brought u to see if it better , but it not !"
2751,love food .,['love food'],love food .
2752,would highly recommend nina to anyone want to romantic dinner in heart warming surrounding filled candle family picture .,"['filled candle family picture', 'filled picture', 'romantic dinner', 'family picture', 'heart warming', 'candle family']",would highly recommend nina to anyone want to romantic dinner in heart warming surrounding filled candle family picture .
2753,dessert group tried got favorable review .,"['dessert group', 'favorable review']",dessert group tried got favorable review .
2754,something smooth sipping sake upper east side style .,"['east side', 'upper style', 'smooth sake', 'side style', 'sipping sake']",something smooth sipping sake upper east side style .
2755,it nice place to relax conversation .,['nice place'],it nice place to relax conversation .
2756,place got to be best japanese in new york area .,"['new york area', 'york area']",place got to be best japanese in new york area .
2757,best reuben sandwich ever !,['best reuben'],best reuben sandwich ever !
2758,lucky strike is great casual place to grab bite to eat .,"['great place', 'casual place', 'great casual place', 'lucky strike']",lucky strike is great casual place to grab bite to eat .
2759,wonderful strawberry daiquiries a well !,[],wonderful strawberry daiquiries a well !
2760,"going to volare is like going to favorite aunt house dinner , assuming aunt is great italian cook .","['great italian cook', 'great cook', 'house dinner', 'italian cook', 'aunt house dinner', 'aunt house']","going to volare is like going to favorite aunt house dinner , assuming aunt is great italian cook ."
2761,"sushi average to average , wait service always sub par atmosphere go nice to really irritating if sit in area beyond kitchen , acousitcs horrid , everything echo is extremely loud .","['sushi average', 'par atmosphere', 'acousitcs horrid']","sushi average to average , wait service always sub par atmosphere go nice to really irritating if sit in area beyond kitchen , acousitcs horrid , everything echo is extremely loud ."
2762,loved it would go .,[],loved it would go .
2763,frites delicious if bit on thick side .,['thick side'],frites delicious if bit on thick side .
2764,so so so so so good !,[],so so so so so good !
2765,"alone buck , it is really overprice .",['alone buck'],"alone buck , it is really overprice ."
2766,"of hundred of italian restaurant in queen , is among best .",['italian restaurant'],"of hundred of italian restaurant in queen , is among best ."
2767,good value,['good value'],good value
2768,get zen feel without feeling rigid .,[],get zen feel without feeling rigid .
2769,would recommend putting name getting drink at local bar first though of wait time .,"['getting drink', 'wait time', 'local bar']",would recommend putting name getting drink at local bar first though of wait time .
2770,fell in love with the egg noodle in the beef broth with shrimp dumpling and slice of bbq roast pork .,"['the beef broth', 'the egg noodle', 'shrimp dumpling', 'egg noodle', 'beef broth', 'bbq roast pork', 'bbq pork', 'roast pork']",fell in love with the egg noodle in the beef broth with shrimp dumpling and slice of bbq roast pork .
2771,keep my finger crossed whole subway ride hoping be table sit at by not to share rice congee soup people .,"['congee soup', 'rice congee', 'whole ride', 'whole subway ride', 'my finger', 'subway ride', 'soup people', 'rice congee soup people']",keep my finger crossed whole subway ride hoping be table sit at by not to share rice congee soup people .
2772,"overall , best bagel in town .","['best bagel', 'overall , best bagel']","overall , best bagel in town ."
2773,everything ny pizza be .,['ny pizza'],everything ny pizza be .
2774,"it huge , delicious , fresh , be reason we return .",[],"it huge , delicious , fresh , be reason we return ."
2775,we go often .,[],we go often .
2776,"light , refreshing summer roll not fried remind me of vietnamese place in paris .","['vietnamese place', 'summer roll', 'light roll', 'refreshing roll']","light , refreshing summer roll not fried remind me of vietnamese place in paris ."
2777,sushi seemed pretty fresh adequately proportioned .,[],sushi seemed pretty fresh adequately proportioned .
2778,moral stay away .,[],moral stay away .
2779,but service bit slow .,['service bit'],but service bit slow .
2780,spread topping great though bit pricey .,[],spread topping great though bit pricey .
2781,"saw website link to da ciro in napoli , knew going to be good pizza !","['website link', 'da ciro', 'good pizza']","saw website link to da ciro in napoli , knew going to be good pizza !"
2782,no one asked wrong a we left nothing touched on plate .,['no one'],no one asked wrong a we left nothing touched on plate .
2783,indoor cozy cute .,"['indoor cute', 'cozy cute', 'indoor cozy cute']",indoor cozy cute .
2784,we hour brunch definitely do not rush kept unlimited mimosa flowing whole time .,"['we hour brunch', 'unlimited mimosa', 'hour brunch', 'whole time']",we hour brunch definitely do not rush kept unlimited mimosa flowing whole time .
2785,price high actually think get away charging price terrible food service !,"['price terrible food service', 'food service', 'high price', 'terrible service']",price high actually think get away charging price terrible food service !
2786,re terrific ! !,[],re terrific ! !
2787,"service excellent , food excellent , but entire experience cool .","['excellent service', 'entire experience']","service excellent , food excellent , but entire experience cool ."
2788,service is good resturant is clean .,['good resturant'],service is good resturant is clean .
2789,"great spot , whether looking couple of drink or quiet dinner .","['whether looking couple', 'looking couple', 'quiet dinner', 'great spot']","great spot , whether looking couple of drink or quiet dinner ."
2790,stick small dish !,['small dish'],stick small dish !
2791,"cafe really nice comfortable outdoor chair table , but service could better .","['outdoor table', 'chair table', 'comfortable table', 'nice table']","cafe really nice comfortable outdoor chair table , but service could better ."
2792,ve rarely problem slow staff in year ve going .,['slow staff'],ve rarely problem slow staff in year ve going .
2793,food is excellent .,[],food is excellent .
2794,"is literal hole in wall is buried within doyers , right of pell st barber alley in chinatown .","['barber alley', 'pell alley', 'literal hole', 'pell st barber alley', 'st alley']","is literal hole in wall is buried within doyers , right of pell st barber alley in chinatown ."
2795,outshine hh .,[],outshine hh .
2796,although we looking regular lettuce walnut salad we got great .,"['regular lettuce walnut salad', 'walnut salad', 'lettuce walnut', 'regular salad']",although we looking regular lettuce walnut salad we got great .
2797,excellent lunch buffet . .,"['excellent buffet', 'lunch buffet', 'excellent lunch buffet']",excellent lunch buffet . .
2798,we sorry to check list a we enjoyed recommended in past .,[],we sorry to check list a we enjoyed recommended in past .
