id,sentence,aspects,aspectCategories,text,sentence_cleaned,sentence_tokens,sentence_no_stopwords,sentence_lemmatized,sentence_final
1778,"atmosphere is nothing special , but it feel like sushi in tokyo .","[{""term"": ""atmosphere"", ""polarity"": ""neutral"", ""start"": ""4"", ""end"": ""14""}]","[{""category"": ""ambience"", ""polarity"": ""neutral""}]","atmosphere is nothing special , but it feel like sushi in tokyo .","the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.","['the', 'atmosphere', 'is', 'nothing', 'special', ',', 'but', 'it', 'feels', 'like', 'sushi', 'establishment', 'in', 'tokyo', '.']","['atmosphere', 'is', 'nothing', 'special', ',', 'but', 'it', 'feels', 'like', 'sushi', 'in', 'tokyo', '.']","['atmosphere', 'is', 'nothing', 'special', ',', 'but', 'it', 'feel', 'like', 'sushi', 'in', 'tokyo', '.']","atmosphere is nothing special , but it feel like sushi in tokyo ."
3071,cozy romantic atomosphere around table at .,"[{""term"": ""atomosphere"", ""polarity"": ""positive"", ""start"": ""14"", ""end"": ""25""}, {""term"": ""tables"", ""polarity"": ""positive"", ""start"": ""46"", ""end"": ""52""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",cozy romantic atomosphere around table at .,cozy romantic atomosphere with only around tables at most.,"['cozy', 'romantic', 'atomosphere', 'with', 'only', 'around', 'tables', 'at', 'most', '.']","['cozy', 'romantic', 'atomosphere', 'around', 'tables', 'at', '.']","['cozy', 'romantic', 'atomosphere', 'around', 'table', 'at', '.']",cozy romantic atomosphere around table at .
47,is worth going even if beer .,"[{""term"": ""beer"", ""polarity"": ""positive"", ""start"": ""49"", ""end"": ""53""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",is worth going even if beer .,this place is worth going even if only for their beer.,"['this', 'place', 'is', 'worth', 'going', 'even', 'if', 'only', 'for', 'their', 'beer', '.']","['is', 'worth', 'going', 'even', 'if', 'beer', '.']","['is', 'worth', 'going', 'even', 'if', 'beer', '.']",is worth going even if beer .
2995,really like scallop mahi mahi on saffron risotto yum ! .,"[{""term"": ""scallops"", ""polarity"": ""positive"", ""start"": ""23"", ""end"": ""31""}, {""term"": ""mahi mahi (on saffron risotto"", ""polarity"": ""positive"", ""start"": ""40"", ""end"": ""69""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",really like scallop mahi mahi on saffron risotto yum ! .,i really like both the scallops and the mahi mahi on saffron risotto yum! .,"['really', 'like', 'both', 'the', 'scallops', 'and', 'the', 'mahi', 'mahi', 'on', 'saffron', 'risotto', 'yum', '!', '.']","['really', 'like', 'scallops', 'mahi', 'mahi', 'on', 'saffron', 'risotto', 'yum', '!', '.']","['really', 'like', 'scallop', 'mahi', 'mahi', 'on', 'saffron', 'risotto', 'yum', '!', '.']",really like scallop mahi mahi on saffron risotto yum ! .
2215,"ambience so fun , price great , on top of fact food really tasty .","[{""term"": ""ambience"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""12""}, {""term"": ""prices"", ""polarity"": ""positive"", ""start"": ""33"", ""end"": ""39""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""80"", ""end"": ""84""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]","ambience so fun , price great , on top of fact food really tasty .","the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","['the', 'ambience', 'was', 'so', 'fun', ',', 'and', 'the', 'prices', 'were', 'great', ',', 'on', 'top', 'of', 'the', 'fact', 'that', 'the', 'food', 'was', 'really', 'tasty', '.']","['ambience', 'so', 'fun', ',', 'prices', 'great', ',', 'on', 'top', 'of', 'fact', 'food', 'really', 'tasty', '.']","['ambience', 'so', 'fun', ',', 'price', 'great', ',', 'on', 'top', 'of', 'fact', 'food', 'really', 'tasty', '.']","ambience so fun , price great , on top of fact food really tasty ."
2100,"do not get go go hamburger , no matter review say .","[{""term"": ""Go Go Hamburgers"", ""polarity"": ""negative"", ""start"": ""15"", ""end"": ""31""}]","[{""category"": ""food"", ""polarity"": ""negative""}]","do not get go go hamburger , no matter review say .","do not get the go go hamburgers, no matter what the reviews say.","['do', 'not', 'get', 'the', 'go', 'go', 'hamburgers', ',', 'no', 'matter', 'what', 'the', 'reviews', 'say', '.']","['do', 'not', 'get', 'go', 'go', 'hamburgers', ',', 'no', 'matter', 'reviews', 'say', '.']","['do', 'not', 'get', 'go', 'go', 'hamburger', ',', 'no', 'matter', 'review', 'say', '.']","do not get go go hamburger , no matter review say ."
479,sandwhiches of world !,"[{""term"": ""sandwhiches"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""15""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",sandwhiches of world !,the sandwhiches are out of this world!,"['the', 'sandwhiches', 'are', 'out', 'of', 'this', 'world', '!']","['sandwhiches', 'of', 'world', '!']","['sandwhiches', 'of', 'world', '!']",sandwhiches of world !
3379,"if live in upper manhattan , siam square is thia food .","[{""term"": ""Thia food"", ""polarity"": ""positive"", ""start"": ""61"", ""end"": ""70""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","if live in upper manhattan , siam square is thia food .","if you live in upper manhattan, siam square is the place for thia food.","['if', 'you', 'live', 'in', 'upper', 'manhattan', ',', 'siam', 'square', 'is', 'the', 'place', 'for', 'thia', 'food', '.']","['if', 'live', 'in', 'upper', 'manhattan', ',', 'siam', 'square', 'is', 'thia', 'food', '.']","['if', 'live', 'in', 'upper', 'manhattan', ',', 'siam', 'square', 'is', 'thia', 'food', '.']","if live in upper manhattan , siam square is thia food ."
1733,decor is charming .,"[{""term"": ""Decor"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""5""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",decor is charming .,decor is charming.,"['decor', 'is', 'charming', '.']","['decor', 'is', 'charming', '.']","['decor', 'is', 'charming', '.']",decor is charming .
1885,food well prepared .,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",food well prepared .,the food was very well prepared.,"['the', 'food', 'was', 'very', 'well', 'prepared', '.']","['food', 'well', 'prepared', '.']","['food', 'well', 'prepared', '.']",food well prepared .
1358,really tasty spring roll noodle good price though .,"[{""term"": ""spring rolls"", ""polarity"": ""positive"", ""start"": ""13"", ""end"": ""25""}, {""term"": ""noodles"", ""polarity"": ""positive"", ""start"": ""30"", ""end"": ""37""}, {""term"": ""price"", ""polarity"": ""positive"", ""start"": ""49"", ""end"": ""54""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",really tasty spring roll noodle good price though .,really tasty spring rolls and noodles for a good price though.,"['really', 'tasty', 'spring', 'rolls', 'and', 'noodles', 'for', 'good', 'price', 'though', '.']","['really', 'tasty', 'spring', 'rolls', 'noodles', 'good', 'price', 'though', '.']","['really', 'tasty', 'spring', 'roll', 'noodle', 'good', 'price', 'though', '.']",really tasty spring roll noodle good price though .
3533,stay away .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",stay away .,stay away from this place.,"['stay', 'away', 'from', 'this', 'place', '.']","['stay', 'away', '.']","['stay', 'away', '.']",stay away .
2389,"good , hey , it food , but bad dim sum is supposed to be smaller portion so try dish smaller so dish is cheap .","[{""term"": ""dim sum"", ""polarity"": ""negative"", ""start"": ""51"", ""end"": ""58""}, {""term"": ""food"", ""polarity"": ""positive"", ""start"": ""29"", ""end"": ""33""}, {""term"": ""portions"", ""polarity"": ""negative"", ""start"": ""85"", ""end"": ""93""}, {""term"": ""dishes"", ""polarity"": ""neutral"", ""start"": ""118"", ""end"": ""124""}, {""term"": ""dish"", ""polarity"": ""neutral"", ""start"": ""150"", ""end"": ""154""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","good , hey , it food , but bad dim sum is supposed to be smaller portion so try dish smaller so dish is cheap .","good, because hey, it s more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.","['good', ',', 'because', 'hey', ',', 'it', 'more', 'food', ',', 'but', 'bad', 'because', 'dim', 'sum', 'is', 'supposed', 'to', 'be', 'smaller', 'portions', 'so', 'you', 'can', 'try', 'out', 'more', 'dishes', 'and', 'smaller', 'so', 'that', 'each', 'dish', 'is', 'cheap', '.']","['good', ',', 'hey', ',', 'it', 'food', ',', 'but', 'bad', 'dim', 'sum', 'is', 'supposed', 'to', 'be', 'smaller', 'portions', 'so', 'try', 'dishes', 'smaller', 'so', 'dish', 'is', 'cheap', '.']","['good', ',', 'hey', ',', 'it', 'food', ',', 'but', 'bad', 'dim', 'sum', 'is', 'supposed', 'to', 'be', 'smaller', 'portion', 'so', 'try', 'dish', 'smaller', 'so', 'dish', 'is', 'cheap', '.']","good , hey , it food , but bad dim sum is supposed to be smaller portion so try dish smaller so dish is cheap ."
3087,"people attest to spending on drink in new york bar hardly feeling thing , drink plentiful unique .","[{""term"": ""drinks"", ""polarity"": ""negative"", ""start"": ""53"", ""end"": ""59""}, {""term"": ""bars"", ""polarity"": ""negative"", ""start"": ""72"", ""end"": ""76""}, {""term"": ""drinks"", ""polarity"": ""positive"", ""start"": ""109"", ""end"": ""115""}]","[{""category"": ""food"", ""polarity"": ""conflict""}, {""category"": ""price"", ""polarity"": ""negative""}]","people attest to spending on drink in new york bar hardly feeling thing , drink plentiful unique .","while most people can attest to spending over on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.","['while', 'most', 'people', 'can', 'attest', 'to', 'spending', 'over', 'on', 'drinks', 'in', 'new', 'york', 'bars', 'and', 'hardly', 'feeling', 'thing', ',', 'the', 'drinks', 'here', 'are', 'plentiful', 'and', 'unique', '.']","['people', 'attest', 'to', 'spending', 'on', 'drinks', 'in', 'new', 'york', 'bars', 'hardly', 'feeling', 'thing', ',', 'drinks', 'plentiful', 'unique', '.']","['people', 'attest', 'to', 'spending', 'on', 'drink', 'in', 'new', 'york', 'bar', 'hardly', 'feeling', 'thing', ',', 'drink', 'plentiful', 'unique', '.']","people attest to spending on drink in new york bar hardly feeling thing , drink plentiful unique ."
2847,"complimentary stuff kept coming , waiter saw me opening gift , received my dessert on plate happy birthday written on it , candlevery nice touch , attentive staff .","[{""term"": ""stuff"", ""polarity"": ""positive"", ""start"": ""14"", ""end"": ""19""}, {""term"": ""waiter"", ""polarity"": ""positive"", ""start"": ""46"", ""end"": ""52""}, {""term"": ""dessert"", ""polarity"": ""positive"", ""start"": ""90"", ""end"": ""97""}, {""term"": ""staff"", ""polarity"": ""positive"", ""start"": ""192"", ""end"": ""197""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","complimentary stuff kept coming , waiter saw me opening gift , received my dessert on plate happy birthday written on it , candlevery nice touch , attentive staff .","complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.","['complimentary', 'stuff', 'kept', 'coming', ',', 'and', 'when', 'the', 'waiter', 'saw', 'me', 'opening', 'gift', ',', 'received', 'my', 'dessert', 'on', 'plate', 'that', 'had', 'happy', 'birthday', 'written', 'on', 'it', ',', 'with', 'candlevery', 'nice', 'touch', ',', 'and', 'attentive', 'staff', '.']","['complimentary', 'stuff', 'kept', 'coming', ',', 'waiter', 'saw', 'me', 'opening', 'gift', ',', 'received', 'my', 'dessert', 'on', 'plate', 'happy', 'birthday', 'written', 'on', 'it', ',', 'candlevery', 'nice', 'touch', ',', 'attentive', 'staff', '.']","['complimentary', 'stuff', 'kept', 'coming', ',', 'waiter', 'saw', 'me', 'opening', 'gift', ',', 'received', 'my', 'dessert', 'on', 'plate', 'happy', 'birthday', 'written', 'on', 'it', ',', 'candlevery', 'nice', 'touch', ',', 'attentive', 'staff', '.']","complimentary stuff kept coming , waiter saw me opening gift , received my dessert on plate happy birthday written on it , candlevery nice touch , attentive staff ."
418,"food arrived minute called , cold soggy .","[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""service"", ""polarity"": ""negative""}]","food arrived minute called , cold soggy .","the food arrived minutes after i called, cold and soggy.","['the', 'food', 'arrived', 'minutes', 'after', 'called', ',', 'cold', 'and', 'soggy', '.']","['food', 'arrived', 'minutes', 'called', ',', 'cold', 'soggy', '.']","['food', 'arrived', 'minute', 'called', ',', 'cold', 'soggy', '.']","food arrived minute called , cold soggy ."
871,"if go pre theatre menu , it an even greater deal .","[{""term"": ""pre-theatre menu"", ""polarity"": ""positive"", ""start"": ""18"", ""end"": ""34""}]","[{""category"": ""price"", ""polarity"": ""positive""}]","if go pre theatre menu , it an even greater deal .","if you go for the pre theatre menu, it s an even greater deal.","['if', 'you', 'go', 'for', 'the', 'pre', 'theatre', 'menu', ',', 'it', 'an', 'even', 'greater', 'deal', '.']","['if', 'go', 'pre', 'theatre', 'menu', ',', 'it', 'an', 'even', 'greater', 'deal', '.']","['if', 'go', 'pre', 'theatre', 'menu', ',', 'it', 'an', 'even', 'greater', 'deal', '.']","if go pre theatre menu , it an even greater deal ."
1556,"one up front smile say get , brother ?",[],"[{""category"": ""service"", ""polarity"": ""neutral""}]","one up front smile say get , brother ?","the one up front will smile and say what can i get for you, brother?","['the', 'one', 'up', 'front', 'will', 'smile', 'and', 'say', 'what', 'can', 'get', 'for', 'you', ',', 'brother', '?']","['one', 'up', 'front', 'smile', 'say', 'get', ',', 'brother', '?']","['one', 'up', 'front', 'smile', 'say', 'get', ',', 'brother', '?']","one up front smile say get , brother ?"
355,brava la pizza fresca !,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",brava la pizza fresca !,brava la pizza fresca!,"['brava', 'la', 'pizza', 'fresca', '!']","['brava', 'la', 'pizza', 'fresca', '!']","['brava', 'la', 'pizza', 'fresca', '!']",brava la pizza fresca !
3266,"if someone appreciates simplicity , elegance , wonderfully presented tasting seafood vegetable regardless of portion size , kai is .","[{""term"": ""seafood"", ""polarity"": ""positive"", ""start"": ""95"", ""end"": ""102""}, {""term"": ""vegetables"", ""polarity"": ""positive"", ""start"": ""107"", ""end"": ""117""}, {""term"": ""portion size"", ""polarity"": ""negative"", ""start"": ""132"", ""end"": ""144""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]","if someone appreciates simplicity , elegance , wonderfully presented tasting seafood vegetable regardless of portion size , kai is .","if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.","['if', 'you', 'are', 'someone', 'who', 'appreciates', 'simplicity', ',', 'elegance', ',', 'and', 'wonderfully', 'presented', 'and', 'tasting', 'seafood', 'and', 'vegetables', 'regardless', 'of', 'portion', 'size', ',', 'kai', 'is', 'your', 'place', '.']","['if', 'someone', 'appreciates', 'simplicity', ',', 'elegance', ',', 'wonderfully', 'presented', 'tasting', 'seafood', 'vegetables', 'regardless', 'of', 'portion', 'size', ',', 'kai', 'is', '.']","['if', 'someone', 'appreciates', 'simplicity', ',', 'elegance', ',', 'wonderfully', 'presented', 'tasting', 'seafood', 'vegetable', 'regardless', 'of', 'portion', 'size', ',', 'kai', 'is', '.']","if someone appreciates simplicity , elegance , wonderfully presented tasting seafood vegetable regardless of portion size , kai is ."
