review_id,text,aspects,sentiments
2700,my problem is literally sitting on top of people next to !,['my problem'],"[{'aspect': 'my problem', 'sentiment': 'positive', 'score': 0.5, 'context': 'my problem is literally sitting on top of'}]"
2701,affordable .,[],[]
2702,"staff make feel at home , food is great atmosphere is wonderful !",['great atmosphere'],"[{'aspect': 'great atmosphere', 'sentiment': 'positive', 'score': 0.9, 'context': 'feel at home , food is great atmosphere is wonderful !'}]"
2703,actually feel like keep it secret .,[],[]
2704,food is alright stuff is good is not like steak dish tends to be dry .,['steak dish'],"[{'aspect': 'steak dish', 'sentiment': 'negative', 'score': -0.32, 'context': 'stuff is good is not like steak dish tends to be dry .'}]"
2705,"not would not recommend jimmy restaurant to friend , would strongly suggest go anywhere but .",['jimmy restaurant'],"[{'aspect': 'jimmy restaurant', 'sentiment': 'negative', 'score': -0.43, 'context': 'not would not recommend jimmy restaurant to friend , would strongly suggest'}]"
2706,diverse menu so something everybody .,['diverse menu'],"[{'aspect': 'diverse menu', 'sentiment': 'neutral', 'score': 0.0, 'context': 'diverse menu so something everybody .'}]"
2707,haru on park is simply disgusting .,[],[]
2708,staff busy ordering sushi dinner laying it to eat on bar to even bring me my check .,"['busy staff', 'my check', 'sushi dinner']","[{'aspect': 'busy staff', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'my check', 'sentiment': 'neutral', 'score': 0.0, 'context': 'on bar to even bring me my check .'}, {'aspect': 'sushi dinner', 'sentiment': 'neutral', 'score': 0.1, 'context': 'staff busy ordering sushi dinner laying it to eat on bar'}]"
2709,"a long time patron of mamoun , always figured found best late night food spot in city .","['long time', 'night spot', 'late night', 'a long time patron', 'time patron', 'late night food spot', 'food spot']","[{'aspect': 'long time', 'sentiment': 'neutral', 'score': -0.05, 'context': 'a long time patron of mamoun , always figured'}, {'aspect': 'night spot', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'late night', 'sentiment': 'positive', 'score': 0.35, 'context': 'mamoun , always figured found best late night food spot in city .'}, {'aspect': 'a long time patron', 'sentiment': 'neutral', 'score': -0.05, 'context': 'a long time patron of mamoun , always figured found'}, {'aspect': 'time patron', 'sentiment': 'neutral', 'score': -0.05, 'context': 'a long time patron of mamoun , always figured found'}, {'aspect': 'late night food spot', 'sentiment': 'positive', 'score': 0.35, 'context': 'mamoun , always figured found best late night food spot in city .'}, {'aspect': 'food spot', 'sentiment': 'positive', 'score': 0.35, 'context': 'always figured found best late night food spot in city .'}]"
2710,drop dollar bill uncle weekend at score .,"['dollar bill', 'uncle weekend', 'drop dollar']","[{'aspect': 'dollar bill', 'sentiment': 'neutral', 'score': 0.0, 'context': 'drop dollar bill uncle weekend at score .'}, {'aspect': 'uncle weekend', 'sentiment': 'neutral', 'score': 0.0, 'context': 'drop dollar bill uncle weekend at score .'}, {'aspect': 'drop dollar', 'sentiment': 'neutral', 'score': 0.0, 'context': 'drop dollar bill uncle weekend at score .'}]"
2711,bagel huge .,['bagel huge'],"[{'aspect': 'bagel huge', 'sentiment': 'positive', 'score': 0.4, 'context': 'bagel huge .'}]"
2712,go to relax feel like somewhere else .,[],[]
2713,get tuna of gari .,[],[]
2714,"like somosas , chai , chole , but dhosas dhal kinda dissapointing .",['kinda dissapointing'],"[{'aspect': 'kinda dissapointing', 'sentiment': 'neutral', 'score': 0.0, 'context': ', chole , but dhosas dhal kinda dissapointing .'}]"
2715,it nice surprise .,['nice surprise'],"[{'aspect': 'nice surprise', 'sentiment': 'positive', 'score': 0.6, 'context': 'it nice surprise .'}]"
2716,edible but really ripoff at price given whats in area .,[],[]
2717,"staff nice , but seemed really stressed unisex bathroom need to be cleaned often .","['nice staff', 'unisex bathroom']","[{'aspect': 'nice staff', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'unisex bathroom', 'sentiment': 'positive', 'score': 0.6, 'context': 'nice , but seemed really stressed unisex bathroom need to be cleaned often .'}]"
2718,am french really felt like home ! !,[],[]
2719,to casimir time always great time .,"['casimir time', 'great time']","[{'aspect': 'casimir time', 'sentiment': 'positive', 'score': 0.8, 'context': 'to casimir time always great time .'}, {'aspect': 'great time', 'sentiment': 'positive', 'score': 0.8, 'context': 'to casimir time always great time .'}]"
2720,service thing good .,['service thing'],"[{'aspect': 'service thing', 'sentiment': 'positive', 'score': 0.7, 'context': 'service thing good .'}]"
2721,"it usually packed good reason , esp .",['good reason'],"[{'aspect': 'good reason', 'sentiment': 'positive', 'score': 0.22, 'context': 'it usually packed good reason , esp .'}]"
2722,service friendly attentive .,"['friendly attentive', 'service friendly attentive']","[{'aspect': 'friendly attentive', 'sentiment': 'positive', 'score': 0.39, 'context': 'service friendly attentive .'}, {'aspect': 'service friendly attentive', 'sentiment': 'positive', 'score': 0.39, 'context': 'service friendly attentive .'}]"
2723,love going !,[],[]
2724,not recommend og highly if tried check it .,[],[]
2725,"it first we ate on first trip to new york , it be last we stop a we head of town on next trip to new york .","['a we head', 'next trip', 'new york', 'first trip']","[{'aspect': 'a we head', 'sentiment': 'neutral', 'score': 0.0, 'context': ', it be last we stop a we head of town on next trip to'}, {'aspect': 'next trip', 'sentiment': 'neutral', 'score': 0.07, 'context': 'a we head of town on next trip to new york .'}, {'aspect': 'new york', 'sentiment': 'positive', 'score': 0.13, 'context': 'we ate on first trip to new york , it be last we stop'}, {'aspect': 'first trip', 'sentiment': 'positive', 'score': 0.21, 'context': 'it first we ate on first trip to new york , it be'}]"
2726,service prompt but slightly rushed .,['service prompt'],"[{'aspect': 'service prompt', 'sentiment': 'negative', 'score': -0.17, 'context': 'service prompt but slightly rushed .'}]"
2727,"great food , great decor , great service .","['great food', 'great service', 'great decor']","[{'aspect': 'great food', 'sentiment': 'positive', 'score': 0.8, 'context': 'great food , great decor , great service'}, {'aspect': 'great service', 'sentiment': 'positive', 'score': 0.8, 'context': 'great food , great decor , great service .'}, {'aspect': 'great decor', 'sentiment': 'positive', 'score': 0.8, 'context': 'great food , great decor , great service .'}]"
2728,", atlhough table opened up next to u we asked slightly larger space , left u awkardly seated .","['atlhough table', 'slightly larger space', 'larger space']","[{'aspect': 'atlhough table', 'sentiment': 'neutral', 'score': 0.0, 'context': ', atlhough table opened up next to u we'}, {'aspect': 'slightly larger space', 'sentiment': 'neutral', 'score': 0.0, 'context': 'up next to u we asked slightly larger space , left u awkardly seated .'}, {'aspect': 'larger space', 'sentiment': 'neutral', 'score': 0.0, 'context': 'next to u we asked slightly larger space , left u awkardly seated .'}]"
2729,"palak paneer standard , not fan of malai kofta .","['palak paneer', 'palak paneer standard', 'paneer standard', ', not fan', 'malai kofta']","[{'aspect': 'palak paneer', 'sentiment': 'neutral', 'score': -0.0, 'context': 'palak paneer standard , not fan of malai'}, {'aspect': 'palak paneer standard', 'sentiment': 'neutral', 'score': -0.0, 'context': 'palak paneer standard , not fan of malai kofta'}, {'aspect': 'paneer standard', 'sentiment': 'neutral', 'score': -0.0, 'context': 'palak paneer standard , not fan of malai kofta'}, {'aspect': ', not fan', 'sentiment': 'neutral', 'score': -0.0, 'context': 'palak paneer standard , not fan of malai kofta .'}, {'aspect': 'malai kofta', 'sentiment': 'neutral', 'score': -0.0, 'context': 'paneer standard , not fan of malai kofta .'}]"
2730,ve dined at alain ducasse in monte carlo half price excellent dining experience .,"['dining experience', 'alain ducasse', 'carlo experience', 'excellent experience']","[{'aspect': 'dining experience', 'sentiment': 'positive', 'score': 0.42, 'context': 'in monte carlo half price excellent dining experience .'}, {'aspect': 'alain ducasse', 'sentiment': 'positive', 'score': 0.42, 'context': 've dined at alain ducasse in monte carlo half price excellent'}, {'aspect': 'carlo experience', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'excellent experience', 'sentiment': 'neutral', 'score': 0.0}]"
2731,"yeah , sometimes service be slow .",[],[]
2732,no ambiance .,['no ambiance'],"[{'aspect': 'no ambiance', 'sentiment': 'neutral', 'score': -0.0, 'context': 'no ambiance .'}]"
2733,"save money waste calorie , go to margharita on washington street instead , amazing food best service .","['washington street', 'money calorie', 'amazing service', 'best service', 'waste calorie', 'money waste calorie']","[{'aspect': 'washington street', 'sentiment': 'positive', 'score': 0.8, 'context': 'calorie , go to margharita on washington street instead , amazing food best service'}, {'aspect': 'money calorie', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'amazing service', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'best service', 'sentiment': 'positive', 'score': 0.8, 'context': 'washington street instead , amazing food best service .'}, {'aspect': 'waste calorie', 'sentiment': 'negative', 'score': -0.2, 'context': 'save money waste calorie , go to margharita on washington'}, {'aspect': 'money waste calorie', 'sentiment': 'negative', 'score': -0.2, 'context': 'save money waste calorie , go to margharita on washington'}]"
2734,service attentive without overbearing dish we tried wonderful spring roll to cod with pineapple tempura .,"['overbearing dish', 'wonderful roll', 'spring roll', 'service attentive', 'pineapple tempura', 'wonderful spring roll']","[{'aspect': 'overbearing dish', 'sentiment': 'positive', 'score': 0.7, 'context': 'service attentive without overbearing dish we tried wonderful spring roll to'}, {'aspect': 'wonderful roll', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'spring roll', 'sentiment': 'positive', 'score': 1.0, 'context': 'without overbearing dish we tried wonderful spring roll to cod with pineapple tempura .'}, {'aspect': 'service attentive', 'sentiment': 'positive', 'score': 0.7, 'context': 'service attentive without overbearing dish we tried wonderful'}, {'aspect': 'pineapple tempura', 'sentiment': 'positive', 'score': 1.0, 'context': 'wonderful spring roll to cod with pineapple tempura .'}, {'aspect': 'wonderful spring roll', 'sentiment': 'positive', 'score': 0.7, 'context': 'attentive without overbearing dish we tried wonderful spring roll to cod with pineapple tempura .'}]"
2735,but trust me it is so worth it .,[],[]
2736,it is not tourist or someone never dined in bay ridge .,['bay ridge'],"[{'aspect': 'bay ridge', 'sentiment': 'neutral', 'score': -0.0, 'context': 'tourist or someone never dined in bay ridge .'}]"
2737,perfect .,[],[]
2738,"weird thing if we got bottle , waitress would simply multiplied glass price , make no sense whatsoever .","['weird thing', 'glass price', 'no sense']","[{'aspect': 'weird thing', 'sentiment': 'negative', 'score': -0.5, 'context': 'weird thing if we got bottle , waitress'}, {'aspect': 'glass price', 'sentiment': 'neutral', 'score': -0.0, 'context': 'bottle , waitress would simply multiplied glass price , make no sense whatsoever .'}, {'aspect': 'no sense', 'sentiment': 'neutral', 'score': -0.0, 'context': 'simply multiplied glass price , make no sense whatsoever .'}]"
2739,"sell special sushi , everything topping , sauce etc .",['special sushi'],"[{'aspect': 'special sushi', 'sentiment': 'positive', 'score': 0.36, 'context': 'sell special sushi , everything topping , sauce etc'}]"
2740,do not try unless re going to hang like rest of hipster apparently no sense of taste .,['no sense'],"[{'aspect': 'no sense', 'sentiment': 'neutral', 'score': 0.03, 'context': 'hang like rest of hipster apparently no sense of taste .'}]"
2741,never came back to refill glass .,['refill glass'],"[{'aspect': 'refill glass', 'sentiment': 'neutral', 'score': -0.0, 'context': 'never came back to refill glass .'}]"
2742,"place is small intimate may feel little crowded , but service is excellent it great friend , romantic date , or special occassion .","['small intimate', 'special occassion', 'great friend', 'romantic date']","[{'aspect': 'small intimate', 'sentiment': 'neutral', 'score': -0.08, 'context': 'place is small intimate may feel little crowded , but'}, {'aspect': 'special occassion', 'sentiment': 'positive', 'score': 0.18, 'context': 'friend , romantic date , or special occassion .'}, {'aspect': 'great friend', 'sentiment': 'positive', 'score': 0.54, 'context': ', but service is excellent it great friend , romantic date , or special'}, {'aspect': 'romantic date', 'sentiment': 'positive', 'score': 0.54, 'context': 'is excellent it great friend , romantic date , or special occassion .'}]"
2743,service excellent food delicious .,"['excellent food', 'service excellent food delicious']","[{'aspect': 'excellent food', 'sentiment': 'positive', 'score': 1.0, 'context': 'service excellent food delicious .'}, {'aspect': 'service excellent food delicious', 'sentiment': 'positive', 'score': 1.0, 'context': 'service excellent food delicious .'}]"
2744,service also good .,[],[]
2745,"took my girlfriend birthday last night we relaxing , really good meal .","['girlfriend birthday', 'good meal', 'my girlfriend birthday', ', really good meal', 'last night']","[{'aspect': 'girlfriend birthday', 'sentiment': 'positive', 'score': 0.15, 'context': 'took my girlfriend birthday last night we relaxing , really'}, {'aspect': 'good meal', 'sentiment': 'positive', 'score': 0.52, 'context': 'last night we relaxing , really good meal .'}, {'aspect': 'my girlfriend birthday', 'sentiment': 'positive', 'score': 0.15, 'context': 'took my girlfriend birthday last night we relaxing , really'}, {'aspect': ', really good meal', 'sentiment': 'positive', 'score': 0.52, 'context': 'girlfriend birthday last night we relaxing , really good meal .'}, {'aspect': 'last night', 'sentiment': 'positive', 'score': 0.52, 'context': 'took my girlfriend birthday last night we relaxing , really good meal'}]"
